player,player_disp,game,season,team,toi,g_60,a_60,pa_60,sa_60,pts_60,ipp,shots_60,sh_per,ixg_60,icf_60,iff_60,iscf_60,ihdcf_60,rbds,pim_60,pen_60,min_60,maj_60,misc_60,pen_drawn_60,give_60,take_60,hits_60,hits_taken_60,blocks_60,fowin_60,foloss_60,faceoff_per
mikael.granlund,M. Granlund,2015-02-10 MIN at WPG,1415,MIN,13.83333333,0,0,0,0,0,-,0,0,0.09,4.34,4.34,0,0,0,0,0,0,0,0,0,0,4.34,4.34,17.35,8.67,17.35,30.36,157.72
mikael.granlund,M. Granlund,2015-02-12 FLA at MIN,1415,MIN,14.41666667,0,0,0,0,0,-,12.49,0,1.44,12.49,12.49,8.32,4.16,0,0,0,0,0,0,0,0,4.16,0,4.16,0,29.13,41.62,171.37
mikael.granlund,M. Granlund,2015-02-14 CAR at MIN,1415,MIN,12.75,0,9.41,4.71,4.71,9.41,66.67,0,0,0,4.71,0,0,0,0,0,0,0,0,0,0,0,4.71,0,0,0,28.24,37.65,201.68
mikael.granlund,M. Granlund,2015-02-16 MIN at VAN,1415,MIN,16.51666667,0,0,0,0,0,-,7.27,0,0.46,10.9,7.27,7.27,3.63,0,0,0,0,0,0,0,0,3.63,0,7.27,0,29.06,18.16,223.55
mikael.granlund,M. Granlund,2015-02-18 MIN at CGY,1415,MIN,17.11666667,0,0,0,0,0,-,3.51,0,0.03,7.01,3.51,0,0,7.01,0,0,0,0,0,0,0,3.51,0,0,0,21.03,24.54,161.79
mikael.granlund,M. Granlund,2015-02-20 MIN at EDM,1415,MIN,16.6,0,3.61,0,3.61,3.61,50,14.46,0,0.92,21.69,21.69,14.46,10.84,3.61,0,0,0,0,0,0,0,3.61,0,7.23,3.61,18.07,18.07,180.72
mikael.granlund,M. Granlund,2015-02-22 DAL at MIN,1415,MIN,15,4,4,4,0,8,66.67,12,133.33,0.92,16,16,8,8,0,0,0,0,0,0,0,0,4,0,0,0,32,32,200
mikael.granlund,M. Granlund,2015-02-24 EDM at MIN,1415,MIN,12.65,0,0,0,0,0,-,0,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,0,4.74,0,0,23.72,9.49,338.79
mikael.granlund,M. Granlund,2015-02-26 MIN at NSH,1415,MIN,15.45,0,0,0,0,0,-,3.88,0,0.07,11.65,3.88,3.88,0,0,15.53,7.77,7.77,0,0,0,0,3.88,3.88,11.65,3.88,15.53,23.3,155.34
mikael.granlund,M. Granlund,2015-02-28 MIN at COL,1415,MIN,13.18333333,0,4.55,4.55,0,4.55,100,4.55,0,0.23,13.65,9.1,9.1,0,0,0,0,0,0,0,0,0,4.55,0,0,0,9.1,45.51,75.85
mikael.granlund,M. Granlund,2015-03-03 OTT at MIN,1415,MIN,12.45,0,9.64,4.82,4.82,9.64,100,9.64,0,0.35,9.64,9.64,4.82,0,0,9.64,4.82,4.82,0,0,0,0,0,0,0,0,19.28,28.92,192.77
mikael.granlund,M. Granlund,2015-03-05 MIN at WSH,1415,MIN,15.05,0,0,0,0,0,0,3.99,0,0.23,3.99,3.99,3.99,0,0,0,0,0,0,0,0,3.99,0,0,3.99,0,7.97,35.88,72.49
mikael.granlund,M. Granlund,2015-03-06 MIN at CAR,1415,MIN,14.08333333,4.26,4.26,0,4.26,8.52,66.67,4.26,426.04,0.17,4.26,4.26,4.26,0,0,0,0,0,0,0,4.26,0,0,0,8.52,8.52,21.3,25.56,193.65
mikael.granlund,M. Granlund,2015-03-08 COL at MIN,1415,MIN,15.25,0,0,0,0,0,-,7.87,0,0.66,19.67,11.8,7.87,3.93,0,7.87,3.93,3.93,0,0,0,0,0,3.93,0,0,23.61,39.34,147.54
mikael.granlund,M. Granlund,2015-03-10 N.J at MIN,1415,MIN,14.38333333,0,4.17,4.17,0,4.17,50,0,0,0.7,16.69,12.51,8.34,4.17,0,0,0,0,0,0,0,0,0,0,0,0,20.86,29.2,173.81
mikael.granlund,M. Granlund,2015-03-13 ANA at MIN,1415,MIN,10.96666667,0,0,0,0,0,-,10.94,0,0.36,16.41,10.94,5.47,0,5.47,0,0,0,0,0,0,0,5.47,10.94,0,5.47,21.88,27.36,243.16
mikael.granlund,M. Granlund,2015-03-14 MIN at STL,1415,MIN,14.33333333,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,0,12.56,37.67,104.65
mikael.granlund,M. Granlund,2015-03-17 MIN at NSH,1415,MIN,16.21666667,0,0,0,0,0,-,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,7.4,3.7,7.4,22.2,7.4,277.49
mikael.granlund,M. Granlund,2015-03-19 WSH at MIN,1415,MIN,14.08333333,0,4.26,0,4.26,4.26,100,4.26,0,0.17,4.26,4.26,4.26,0,0,0,0,0,0,0,0,0,4.26,0,4.26,4.26,17.04,25.56,170.41
mikael.granlund,M. Granlund,2015-03-21 STL at MIN,1415,MIN,14.48333333,0,4.14,0,4.14,4.14,100,4.14,0,0.11,4.14,4.14,0,0,0,0,0,0,0,0,0,4.14,4.14,0,4.14,4.14,12.43,37.28,103.57
mikael.granlund,M. Granlund,2015-03-23 MIN at TOR,1415,MIN,12.75,0,0,0,0,0,-,4.71,0,0.32,9.41,9.41,4.71,0,0,0,0,0,0,0,0,0,4.71,4.71,0,0,18.82,37.65,156.86
mikael.granlund,M. Granlund,2015-03-24 MIN at NYI,1415,MIN,17.98333333,0,0,0,0,0,-,0,0,0,0,0,0,0,0,6.67,3.34,3.34,0,0,3.34,10.01,3.34,3.34,3.34,10.01,13.35,26.69,111.21
mikael.granlund,M. Granlund,2015-03-27 CGY at MIN,1415,MIN,15.81666667,0,0,0,0,0,0,3.79,0,0.5,11.38,7.59,7.59,0,0,7.59,3.79,3.79,0,0,0,3.79,0,0,7.59,0,30.35,15.17,252.9
mikael.granlund,M. Granlund,2015-03-28 L.A at MIN,1415,MIN,15.45,0,0,0,0,0,-,7.77,0,0.5,11.65,7.77,7.77,0,0,0,0,0,0,0,0,0,11.65,0,0,3.88,46.6,38.83,211.83
mikael.granlund,M. Granlund,2015-04-02 NYR at MIN,1415,MIN,15.51666667,0,3.87,0,3.87,3.87,100,7.73,0,0.08,7.73,7.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.07,23.2,208.21
mikael.granlund,M. Granlund,2015-04-04 DET at MIN,1415,MIN,11.28333333,0,5.32,5.32,0,5.32,100,0,0,0.31,15.95,10.64,5.32,0,0,0,0,0,0,0,0,0,0,5.32,10.64,10.64,21.27,31.91,212.7
mikael.granlund,M. Granlund,2015-04-06 WPG at MIN,1415,MIN,13.73333333,0,0,0,0,0,-,8.74,0,1.14,17.48,13.11,13.11,8.74,0,0,0,0,0,0,0,0,4.37,4.37,13.11,0,39.32,13.11,327.67
mikael.granlund,M. Granlund,2015-04-07 MIN at CHI,1415,MIN,16.26666667,3.69,0,0,0,3.69,100,11.07,122.95,1.24,14.75,14.75,3.69,3.69,0,0,0,0,0,0,0,0,0,3.69,0,0,29.51,18.44,226.99
mikael.granlund,M. Granlund,2015-04-09 MIN at NSH,1415,MIN,15.28333333,0,3.93,0,3.93,3.93,100,3.93,0,0.35,3.93,3.93,3.93,3.93,0,7.85,3.93,3.93,0,0,0,0,0,0,3.93,7.85,27.48,11.78,274.81
mikael.granlund,M. Granlund,2015-04-11 MIN at STL,1415,MIN,12.5,0,0,0,0,0,-,4.8,0,0.39,9.6,4.8,4.8,0,0,0,0,0,0,0,0,0,0,0,4.8,0,28.8,19.2,288
mikael.granlund,M. Granlund,2015-10-08 MIN at COL,1516,MIN,17.46666667,0,6.87,6.87,0,6.87,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87,3.44,6.87,0,34.35,27.48,190.84
mikael.granlund,M. Granlund,2015-10-10 STL at MIN,1516,MIN,13.78333333,0,0,0,0,0,-,8.71,0,1.02,13.06,8.71,13.06,8.71,4.35,0,0,0,0,0,0,0,0,13.06,13.06,4.35,26.12,17.41,261.19
mikael.granlund,M. Granlund,2015-10-15 MIN at ARI,1516,MIN,10.66666667,5.63,0,0,0,5.63,100,5.63,562.5,0.6,5.63,5.63,5.63,5.63,0,0,0,0,0,0,0,0,0,5.63,11.25,11.25,22.5,39.38,204.55
mikael.granlund,M. Granlund,2015-10-16 MIN at L.A,1516,MIN,13.96666667,0,0,0,0,0,-,4.3,0,0.11,8.59,4.3,4.3,0,0,8.59,4.3,4.3,0,0,0,4.3,0,4.3,4.3,4.3,17.18,21.48,190.93
mikael.granlund,M. Granlund,2015-10-18 MIN at ANA,1516,MIN,15.23333333,0,0,0,0,0,-,3.94,0,0.14,11.82,3.94,7.88,7.88,0,0,0,0,0,0,0,7.88,0,11.82,0,3.94,19.69,39.39,131.29
mikael.granlund,M. Granlund,2015-10-22 CBJ at MIN,1516,MIN,16.43333333,0,0,0,0,0,0,3.65,0,0.26,3.65,3.65,3.65,0,0,0,0,0,0,0,0,0,7.3,3.65,3.65,0,21.91,32.86,146.04
mikael.granlund,M. Granlund,2015-10-24 ANA at MIN,1516,MIN,12.66666667,0,0,0,0,0,-,4.74,0,0.08,9.47,4.74,4.74,0,0,0,0,0,0,0,0,0,9.47,4.74,4.74,4.74,28.42,18.95,284.21
mikael.granlund,M. Granlund,2015-10-25 MIN at WPG,1516,MIN,14.11666667,0,0,0,0,0,-,4.25,0,0.04,4.25,4.25,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,29.75,42.5,175.01
mikael.granlund,M. Granlund,2015-10-27 EDM at MIN,1516,MIN,17.7,0,0,0,0,0,-,6.78,0,1.24,16.95,10.17,10.17,3.39,0,0,0,0,0,0,0,0,6.78,3.39,3.39,6.78,23.73,16.95,197.74
mikael.granlund,M. Granlund,2015-10-30 CHI at MIN,1516,MIN,16.98333333,0,0,0,0,0,-,7.07,0,1.36,14.13,10.6,10.6,7.07,0,0,0,0,0,0,0,3.53,3.53,3.53,3.53,3.53,35.33,35.33,176.64
mikael.granlund,M. Granlund,2015-10-31 MIN at STL,1516,MIN,11.65,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,15.45,10.3,20.6,20.6,257.51
mikael.granlund,M. Granlund,2015-11-05 NSH at MIN,1516,MIN,14.71666667,0,0,0,0,0,-,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31,0,24.46,24.46,203.85
mikael.granlund,M. Granlund,2015-11-07 T.B at MIN,1516,MIN,12.75,0,0,0,0,0,0,4.71,0,0.5,9.41,9.41,4.71,4.71,0,0,0,0,0,0,4.71,0,4.71,0,4.71,0,23.53,4.71,392.16
mikael.granlund,M. Granlund,2015-11-10 WPG at MIN,1516,MIN,13.3,0,4.51,4.51,0,4.51,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51,0,0,18.05,18.05,31.58,164.05
mikael.granlund,M. Granlund,2015-11-12 MIN at CAR,1516,MIN,18.31666667,0,3.28,3.28,0,3.28,100,0,0,0.29,3.28,3.28,3.28,0,0,0,0,0,0,0,0,0,3.28,9.83,6.55,3.28,16.38,39.31,96.34
mikael.granlund,M. Granlund,2015-11-14 MIN at DAL,1516,MIN,14.25,0,0,0,0,0,-,0,0,0,0,0,0,0,0,8.42,4.21,4.21,0,0,4.21,8.42,4.21,4.21,0,0,33.68,16.84,280.7
mikael.granlund,M. Granlund,2015-11-17 MIN at PIT,1516,MIN,11.35,5.29,0,0,0,5.29,100,10.57,264.32,1.08,15.86,15.86,10.57,5.29,0,0,0,0,0,0,0,10.57,0,10.57,15.86,0,26.43,42.29,203.32
mikael.granlund,M. Granlund,2015-11-19 MIN at BOS,1516,MIN,11.71666667,0,0,0,0,0,-,10.24,0,0.23,15.36,10.24,0,0,0,0,0,0,0,0,0,10.24,0,0,10.24,0,25.6,25.6,256.05
mikael.granlund,M. Granlund,2015-11-21 NSH at MIN,1516,MIN,14,4.29,0,0,0,4.29,100,4.29,428.57,0.79,8.57,8.57,4.29,4.29,0,8.57,4.29,4.29,0,0,0,0,0,4.29,4.29,4.29,17.14,30,155.84
mikael.granlund,M. Granlund,2015-11-25 VAN at MIN,1516,MIN,16.93333333,0,0,0,0,0,-,3.54,0,0.18,10.63,3.54,3.54,0,0,0,0,0,0,0,0,0,7.09,3.54,3.54,3.54,17.72,31.89,126.55
mikael.granlund,M. Granlund,2015-11-27 WPG at MIN,1516,MIN,13.86666667,0,0,0,0,0,-,8.65,0,0.32,8.65,8.65,4.33,0,4.33,0,0,0,0,0,0,4.33,0,8.65,12.98,0,38.94,25.96,259.62
mikael.granlund,M. Granlund,2015-11-28 DAL at MIN,1516,MIN,13.13333333,0,4.57,4.57,0,4.57,100,4.57,0,0.28,9.14,9.14,0,0,4.57,0,0,0,0,0,0,0,4.57,9.14,4.57,4.57,36.55,31.98,243.65
mikael.granlund,M. Granlund,2015-12-01 MIN at CHI,1516,MIN,13.98333333,0,8.58,8.58,0,8.58,100,12.87,0,3.31,21.45,21.45,21.45,17.16,17.16,0,0,0,0,0,0,0,0,0,4.29,4.29,34.33,21.45,264.05
mikael.granlund,M. Granlund,2015-12-03 TOR at MIN,1516,MIN,15.36666667,0,0,0,0,0,-,15.62,0,0.75,19.52,19.52,11.71,0,0,0,0,0,0,0,0,0,0,0,11.71,0,23.43,27.33,180.21
mikael.granlund,M. Granlund,2015-12-05 COL at MIN,1516,MIN,14.1,0,4.26,4.26,0,4.26,100,17.02,0,0.91,21.28,17.02,21.28,0,8.51,0,0,0,0,0,0,0,0,4.26,8.51,0,12.77,34.04,116.05
mikael.granlund,M. Granlund,2015-12-07 MIN at COL,1516,MIN,14.45,0,4.15,4.15,0,4.15,100,12.46,0,1.71,12.46,12.46,12.46,12.46,4.15,0,0,0,0,0,0,4.15,0,0,8.3,0,24.91,29.07,191.64
mikael.granlund,M. Granlund,2015-12-11 MIN at ARI,1516,MIN,14.33333333,0,0,0,0,0,0,12.56,0,0.23,12.56,12.56,0,0,0,0,0,0,0,0,4.19,4.19,0,0,8.37,0,16.74,37.67,128.8
mikael.granlund,M. Granlund,2015-12-12 MIN at S.J,1516,MIN,14.83333333,0,4.04,4.04,0,4.04,100,4.04,0,0.41,4.04,4.04,4.04,4.04,0,8.09,4.04,4.04,0,0,4.04,4.04,0,4.04,12.13,4.04,20.22,24.27,183.86
mikael.granlund,M. Granlund,2015-12-15 VAN at MIN,1516,MIN,14.81666667,0,0,0,0,0,-,8.1,0,0.21,12.15,8.1,4.05,0,0,0,0,0,0,0,0,4.05,0,0,12.15,4.05,20.25,28.35,168.73
mikael.granlund,M. Granlund,2015-12-17 NYR at MIN,1516,MIN,13.81666667,0,0,0,0,0,-,8.69,0,0.28,13.03,8.69,8.69,0,0,0,0,0,0,0,0,0,0,0,4.34,0,26.06,30.4,200.43
mikael.granlund,M. Granlund,2015-12-19 MIN at NSH,1516,MIN,16.9,0,3.55,0,3.55,3.55,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,7.1,10.65,0,28.4,10.65,258.2
mikael.granlund,M. Granlund,2015-12-21 DAL at MIN,1516,MIN,17.66666667,0,0,0,0,0,-,10.19,0,0.73,13.58,10.19,10.19,3.4,0,0,0,0,0,0,3.4,3.4,0,6.79,6.79,3.4,23.77,37.36,132.08
mikael.granlund,M. Granlund,2015-12-22 MTL at MIN,1516,MIN,18.11666667,0,3.31,3.31,0,3.31,100,9.94,0,0.48,23.18,13.25,6.62,0,3.31,0,0,0,0,0,0,6.62,3.31,3.31,3.31,3.31,26.49,26.49,165.59
mikael.granlund,M. Granlund,2015-12-26 PIT at MIN,1516,MIN,15.61666667,0,0,0,0,0,-,3.84,0,0.1,3.84,3.84,3.84,0,0,0,0,0,0,0,3.84,0,0,7.68,3.84,3.84,19.21,26.89,160.09
mikael.granlund,M. Granlund,2015-12-28 DET at MIN,1516,MIN,13.95,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,12.9,8.6,258.06
mikael.granlund,M. Granlund,2015-12-31 MIN at STL,1516,MIN,13.81666667,0,0,0,0,0,-,4.34,0,0.29,13.03,4.34,8.69,0,0,0,0,0,0,0,0,0,0,8.69,0,4.34,13.03,17.37,186.11
mikael.granlund,M. Granlund,2016-01-02 MIN at T.B,1516,MIN,14.61666667,0,0,0,0,0,-,4.1,0,0.23,8.21,4.1,4.1,0,0,0,0,0,0,0,0,0,0,0,16.42,0,8.21,32.84,82.1
mikael.granlund,M. Granlund,2016-01-03 MIN at FLA,1516,MIN,10.73333333,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,0,11.18,5.59,16.77,0,33.54,22.36,335.4
mikael.granlund,M. Granlund,2016-01-05 MIN at CBJ,1516,MIN,15.86666667,0,0,0,0,0,-,3.78,0,0.46,7.56,7.56,7.56,0,0,0,0,0,0,0,0,3.78,0,0,0,0,15.13,15.13,189.08
mikael.granlund,M. Granlund,2016-01-07 PHI at MIN,1516,MIN,14.68333333,0,0,0,0,0,0,4.09,0,0.16,8.17,4.09,4.09,0,0,0,0,0,0,0,0,4.09,8.17,4.09,0,0,16.35,36.78,125.73
mikael.granlund,M. Granlund,2016-01-09 MIN at DAL,1516,MIN,13.98333333,0,0,0,0,0,-,12.87,0,1.83,12.87,12.87,12.87,8.58,0,0,0,0,0,0,0,0,0,0,8.58,0,17.16,17.16,214.54
mikael.granlund,M. Granlund,2016-01-10 N.J at MIN,1516,MIN,14.68333333,0,0,0,0,0,-,0,0,0.11,4.09,4.09,0,0,0,0,0,0,0,0,0,0,8.17,0,12.26,0,8.17,8.17,204.31
mikael.granlund,M. Granlund,2016-01-12 BUF at MIN,1516,MIN,17.26666667,0,0,0,0,0,-,10.42,0,0.21,10.42,10.42,3.47,0,0,0,0,0,0,0,0,0,0,6.95,6.95,0,3.47,10.42,86.87
mikael.granlund,M. Granlund,2016-01-15 WPG at MIN,1516,MIN,15.05,0,0,0,0,0,-,3.99,0,0.07,3.99,3.99,0,0,0,0,0,0,0,0,0,3.99,3.99,7.97,3.99,0,31.89,23.92,227.81
mikael.granlund,M. Granlund,2016-01-16 MIN at NSH,1516,MIN,15.96666667,0,0,0,0,0,-,3.76,0,0.22,7.52,7.52,3.76,3.76,0,0,0,0,0,0,3.76,0,7.52,7.52,3.76,3.76,26.3,30.06,175.37
mikael.granlund,M. Granlund,2016-01-20 MIN at ANA,1516,MIN,17.63333333,0,0,0,0,0,-,3.4,0,0.46,13.61,6.81,10.21,6.81,0,0,0,0,0,0,0,0,3.4,3.4,10.21,6.81,27.22,30.62,160.12
mikael.granlund,M. Granlund,2016-01-21 MIN at L.A,1516,MIN,14.38333333,0,0,0,0,0,-,4.17,0,0.42,12.51,12.51,4.17,0,0,0,0,0,0,0,0,0,4.17,8.34,12.51,0,37.54,20.86,268.17
mikael.granlund,M. Granlund,2016-01-23 MIN at S.J,1516,MIN,13.61666667,0,0,0,0,0,-,0,0,0,8.81,0,0,0,0,0,0,0,0,0,4.41,0,0,0,8.81,0,26.44,17.63,264.38
mikael.granlund,M. Granlund,2016-01-25 ARI at MIN,1516,MIN,17.31666667,0,0,0,0,0,-,6.93,0,0.16,10.39,6.93,3.46,0,0,6.93,3.46,3.46,0,0,3.46,0,3.46,3.46,0,0,38.11,38.11,173.24
mikael.granlund,M. Granlund,2016-02-02 MIN at NYI,1516,MIN,13.66666667,0,0,0,0,0,-,4.39,0,0.19,4.39,4.39,4.39,0,0,0,0,0,0,0,0,0,0,4.39,0,0,17.56,39.51,135.08
mikael.granlund,M. Granlund,2016-02-04 MIN at NYR,1516,MIN,13.73333333,0,0,0,0,0,-,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,8.74,4.37,4.37,26.21,13.11,291.26
mikael.granlund,M. Granlund,2016-02-06 MIN at STL,1516,MIN,9.933333333,0,0,0,0,0,-,30.2,0,2.37,36.24,36.24,30.2,18.12,0,0,0,0,0,0,0,0,6.04,0,0,0,24.16,30.2,268.46
mikael.granlund,M. Granlund,2016-02-09 DAL at MIN,1516,MIN,14.1,0,0,0,0,0,-,8.51,0,0.62,12.77,8.51,4.26,4.26,0,0,0,0,0,0,0,4.26,0,0,4.26,0,25.53,42.55,159.57
mikael.granlund,M. Granlund,2016-02-11 WSH at MIN,1516,MIN,11.21666667,0,0,0,0,0,-,5.35,0,0.04,10.7,5.35,5.35,0,0,0,0,0,0,0,0,0,5.35,0,10.7,0,42.79,5.35,475.48
mikael.granlund,M. Granlund,2016-02-13 BOS at MIN,1516,MIN,9.883333333,0,6.07,6.07,0,6.07,100,6.07,0,0.35,12.14,12.14,6.07,0,6.07,0,0,0,0,0,6.07,0,0,18.21,12.14,0,18.21,30.35,227.66
mikael.granlund,M. Granlund,2016-02-15 MIN at VAN,1516,MIN,11.11666667,0,5.4,5.4,0,5.4,100,10.79,0,0.79,10.79,10.79,10.79,0,5.4,0,0,0,0,0,0,0,0,5.4,5.4,10.79,37.78,26.99,314.84
mikael.granlund,M. Granlund,2016-02-17 MIN at CGY,1516,MIN,10.03333333,0,0,0,0,0,-,0,0,0.58,5.98,5.98,5.98,5.98,0,0,0,0,0,0,0,0,0,0,11.96,0,11.96,41.86,132.89
mikael.granlund,M. Granlund,2016-02-18 MIN at EDM,1516,MIN,11,5.45,0,0,0,5.45,100,10.91,272.73,2.37,16.36,16.36,16.36,10.91,0,0,0,0,0,0,0,16.36,5.45,10.91,0,10.91,21.82,21.82,272.73
mikael.granlund,M. Granlund,2016-02-21 CHI at MIN,1516,MIN,10.43333333,0,0,0,0,0,-,0,0,0.42,5.75,5.75,5.75,0,0,0,0,0,0,0,0,5.75,0,11.5,11.5,0,34.5,17.25,383.39
mikael.granlund,M. Granlund,2016-02-23 NYI at MIN,1516,MIN,13.56666667,0,4.42,4.42,0,4.42,100,4.42,0,0.79,17.69,8.85,13.27,8.85,0,0,0,0,0,0,0,0,0,8.85,4.42,0,13.27,44.23,102.06
mikael.granlund,M. Granlund,2016-02-25 MIN at PHI,1516,MIN,11.58333333,5.18,0,0,0,5.18,100,10.36,258.99,1.7,15.54,15.54,15.54,5.18,0,0,0,0,0,0,0,5.18,5.18,10.36,10.36,5.18,15.54,15.54,258.99
mikael.granlund,M. Granlund,2016-02-26 MIN at WSH,1516,MIN,14.46666667,0,0,0,0,0,-,29.03,0,1.23,37.33,29.03,12.44,8.29,0,0,0,0,0,0,4.15,0,4.15,4.15,16.59,4.15,4.15,12.44,103.69
mikael.granlund,M. Granlund,2016-02-28 FLA at MIN,1516,MIN,8.716666667,0,0,0,0,0,-,6.88,0,0.47,13.77,13.77,6.88,0,0,0,0,0,0,0,0,6.88,0,6.88,13.77,0,48.18,27.53,438.03
mikael.granlund,M. Granlund,2016-03-01 COL at MIN,1516,MIN,11.16666667,0,0,0,0,0,-,0,0,0.09,5.37,5.37,0,0,0,0,0,0,0,0,0,0,10.75,0,5.37,0,16.12,21.49,230.28
mikael.granlund,M. Granlund,2016-03-03 MIN at TOR,1516,MIN,12.01666667,0,0,0,0,0,-,0,0,0.3,4.99,4.99,4.99,0,0,0,0,0,0,0,0,0,0,14.98,9.99,9.99,39.94,14.98,363.13
mikael.granlund,M. Granlund,2016-03-05 MIN at BUF,1516,MIN,14.81666667,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,0,0,0,32.4,36.45,190.56
mikael.granlund,M. Granlund,2016-03-06 STL at MIN,1516,MIN,13.65,0,0,0,0,0,-,0,0,0,8.79,0,4.4,0,0,0,0,0,0,0,0,0,0,4.4,13.19,0,39.56,39.56,219.78
mikael.granlund,M. Granlund,2016-03-10 EDM at MIN,1516,MIN,11.7,0,0,0,0,0,-,0,0,0,5.13,0,5.13,0,0,10.26,5.13,5.13,0,0,5.13,0,0,0,0,5.13,35.9,10.26,398.86
mikael.granlund,M. Granlund,2016-03-12 MIN at MTL,1516,MIN,13.43333333,4.47,0,0,0,4.47,100,4.47,446.65,0.37,8.93,8.93,4.47,0,4.47,0,0,0,0,0,4.47,0,0,4.47,13.4,4.47,8.93,17.87,148.88
mikael.granlund,M. Granlund,2016-03-15 MIN at OTT,1516,MIN,10.5,0,5.71,5.71,0,5.71,100,5.71,0,0.04,11.43,5.71,5.71,0,0,0,0,0,0,0,0,5.71,0,5.71,11.43,0,17.14,17.14,285.71
mikael.granlund,M. Granlund,2016-03-17 MIN at N.J,1516,MIN,12.45,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82,0,4.82,4.82,4.82,38.55,48.19,214.19
mikael.granlund,M. Granlund,2016-03-19 CAR at MIN,1516,MIN,13.8,0,0,0,0,0,-,21.74,0,2.46,21.74,21.74,13.04,13.04,8.7,0,0,0,0,0,0,0,0,4.35,4.35,0,21.74,21.74,217.39
mikael.granlund,M. Granlund,2016-03-20 MIN at CHI,1516,MIN,16.86666667,0,3.56,0,3.56,3.56,100,3.56,0,0.39,7.11,3.56,3.56,3.56,0,0,0,0,0,0,3.56,3.56,3.56,7.11,7.11,0,14.23,21.34,142.29
mikael.granlund,M. Granlund,2016-03-22 L.A at MIN,1516,MIN,12.58333333,0,0,0,0,0,0,9.54,0,0.52,14.3,14.3,4.77,4.77,0,0,0,0,0,0,0,0,4.77,4.77,0,0,28.61,47.68,178.81
mikael.granlund,M. Granlund,2016-03-24 CGY at MIN,1516,MIN,13.78333333,0,0,0,0,0,-,4.35,0,0.99,8.71,8.71,8.71,8.71,0,0,0,0,0,0,0,0,0,0,4.35,0,21.77,17.41,241.84
mikael.granlund,M. Granlund,2016-03-26 MIN at COL,1516,MIN,12.31666667,0,4.87,4.87,0,4.87,100,14.61,0,1.02,14.61,14.61,9.74,9.74,0,0,0,0,0,0,4.87,0,0,0,14.61,4.87,14.61,38.97,132.86
mikael.granlund,M. Granlund,2016-03-29 CHI at MIN,1516,MIN,10.01666667,0,0,0,0,0,-,0,0,0.19,11.98,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,11.98,5.99,11.98,199.67
mikael.granlund,M. Granlund,2016-03-31 OTT at MIN,1516,MIN,13.51666667,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,0,0,4.44,0,8.88,17.76,147.97
mikael.granlund,M. Granlund,2016-04-01 MIN at DET,1516,MIN,16.35,3.67,0,0,0,3.67,50,7.34,183.49,0.93,22.02,14.68,11.01,0,0,0,0,0,0,0,0,0,0,7.34,0,3.67,3.67,3.67,183.49
mikael.granlund,M. Granlund,2016-04-03 MIN at WPG,1516,MIN,14.46666667,4.15,0,0,0,4.15,100,8.29,207.37,1.36,12.44,8.29,12.44,8.29,0,0,0,0,0,0,0,0,4.15,0,4.15,0,12.44,4.15,311.06
mikael.granlund,M. Granlund,2016-04-05 S.J at MIN,1516,MIN,16.26666667,0,0,0,0,0,-,14.75,0,0.68,18.44,18.44,11.07,0,0,0,0,0,0,0,0,0,3.69,7.38,7.38,0,7.38,7.38,184.43
mikael.granlund,M. Granlund,2016-04-09 CGY at MIN,1516,MIN,9.483333333,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,6.33,0,0,18.98,31.63,237.26
mikael.granlund,M. Granlund,2016-10-13 MIN at STL,1617,MIN,8.75,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.71,20.57,0,0,0,0
mikael.granlund,M. Granlund,2016-10-15 WPG at MIN,1617,MIN,11.73333333,0,0,0,0,0,-,15.34,0,1,20.45,20.45,15.34,5.11,0,0,0,0,0,0,0,0,5.11,10.23,10.23,5.11,5.11,0,511.36
