player,player_disp,game,season,team,toi,g_60,a_60,pa_60,sa_60,pts_60,ipp,shots_60,sh_per,ixg_60,icf_60,iff_60,iscf_60,ihdcf_60,rbds,pim_60,pen_60,min_60,maj_60,misc_60,pen_drawn_60,give_60,take_60,hits_60,hits_taken_60,blocks_60,fowin_60,foloss_60,faceoff_per
craig.smith,C. Smith,2016-12-08 NSH at DAL,1617,NSH,12.21666667,0,0,0,0,0,-,4.91,0,0.44,19.65,9.82,14.73,0,0,0,0,0,0,0,0,0,0,4.91,4.91,4.91,0,4.91,0
craig.smith,C. Smith,2016-12-10 NSH at ARI,1617,NSH,10.83333333,0,0,0,0,0,0,11.08,0,0.49,22.15,11.08,11.08,0,5.54,0,0,0,0,0,5.54,0,0,11.08,11.08,0,0,0,0
craig.smith,C. Smith,2016-12-13 STL at NSH,1617,NSH,12.78333333,0,4.69,4.69,0,4.69,100,4.69,0,0.3,18.77,14.08,4.69,0,4.69,0,0,0,0,0,4.69,9.39,0,4.69,9.39,0,9.39,9.39,234.68
craig.smith,C. Smith,2016-12-15 MIN at NSH,1617,NSH,14.03333333,0,0,0,0,0,-,4.28,0,0.85,21.38,21.38,8.55,0,0,8.55,4.28,4.28,0,0,0,4.28,0,8.55,0,0,4.28,12.83,106.89
craig.smith,C. Smith,2016-12-17 NYR at NSH,1617,NSH,14.08333333,0,0,0,0,0,-,4.26,0,0.75,12.78,8.52,12.78,4.26,0,0,0,0,0,0,0,0,4.26,4.26,4.26,0,4.26,8.52,142.01
craig.smith,C. Smith,2016-12-19 NSH at PHI,1617,NSH,13.4,0,0,0,0,0,-,4.48,0,0.49,17.91,8.96,4.48,4.48,4.48,0,0,0,0,0,4.48,0,0,13.43,13.43,0,13.43,0,447.76
craig.smith,C. Smith,2016-12-20 NSH at N.J,1617,NSH,12.01666667,0,4.99,4.99,0,4.99,100,19.97,0,0.61,34.95,24.97,0,0,0,0,0,0,0,0,0,0,0,4.99,0,0,9.99,9.99,249.65
craig.smith,C. Smith,2016-12-22 L.A at NSH,1617,NSH,13.23333333,0,0,0,0,0,-,9.07,0,0.38,18.14,13.6,9.07,0,0,0,0,0,0,0,0,0,0,4.53,4.53,0,4.53,0,453.4
craig.smith,C. Smith,2016-12-27 MIN at NSH,1617,NSH,10.56666667,0,0,0,0,0,-,11.36,0,0.53,11.36,11.36,5.68,5.68,0,0,0,0,0,0,0,11.36,5.68,5.68,17.03,0,0,5.68,0
craig.smith,C. Smith,2016-12-29 CHI at NSH,1617,NSH,12,0,0,0,0,0,-,5,0,0.44,15,10,10,0,0,10,5,5,0,0,0,0,0,5,10,0,0,25,0
craig.smith,C. Smith,2016-12-30 NSH at STL,1617,NSH,11,0,5.45,5.45,0,5.45,100,5.45,0,0.46,10.91,5.45,5.45,0,0,10.91,5.45,5.45,0,0,0,5.45,0,5.45,0,0,0,0,0
craig.smith,C. Smith,2017-01-03 MTL at NSH,1617,NSH,12.81666667,0,0,0,0,0,0,0,0,0.45,18.73,14.04,4.68,0,0,0,0,0,0,0,4.68,0,0,0,0,0,0,0,0
craig.smith,C. Smith,2017-01-05 NSH at T.B,1617,NSH,11.48333333,0,0,0,0,0,-,0,0,0.25,10.45,5.22,5.22,0,0,0,0,0,0,0,0,0,0,0,10.45,0,0,0,0
craig.smith,C. Smith,2017-01-06 NSH at FLA,1617,NSH,11.8,5.08,0,0,0,5.08,100,15.25,169.49,0.75,20.34,20.34,5.08,0,0,0,0,0,0,0,0,0,0,20.34,5.08,0,5.08,5.08,254.24
craig.smith,C. Smith,2017-01-08 NSH at CHI,1617,NSH,15.61666667,0,0,0,0,0,-,3.84,0,1.67,26.89,19.21,7.68,7.68,0,0,0,0,0,0,0,0,3.84,3.84,7.68,3.84,3.84,11.53,96.05
craig.smith,C. Smith,2017-01-10 VAN at NSH,1617,NSH,12.51666667,0,0,0,0,0,-,9.59,0,0.59,9.59,9.59,4.79,0,0,0,0,0,0,0,0,4.79,4.79,14.38,9.59,4.79,14.38,4.79,359.52
craig.smith,C. Smith,2017-01-12 BOS at NSH,1617,NSH,10.35,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,5.8,11.59,0,0,0,0,0
craig.smith,C. Smith,2017-01-14 NSH at COL,1617,NSH,10.85,0,0,0,0,0,-,11.06,0,0.36,11.06,11.06,5.53,0,0,0,0,0,0,0,0,0,0,5.53,0,0,0,0,0
craig.smith,C. Smith,2017-01-19 NSH at CGY,1617,NSH,13.81666667,0,0,0,0,0,-,8.69,0,0.49,26.06,8.69,17.37,0,0,0,0,0,0,0,0,4.34,4.34,0,0,0,0,0,0
craig.smith,C. Smith,2017-01-20 NSH at EDM,1617,NSH,14.26666667,0,0,0,0,0,-,16.82,0,1.46,25.23,21.03,21.03,12.62,0,0,0,0,0,0,0,0,8.41,8.41,4.21,0,0,0,0
craig.smith,C. Smith,2017-01-22 NSH at MIN,1617,NSH,16.9,0,0,0,0,0,-,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,0,3.55,10.65,3.55,0,0,0,0
craig.smith,C. Smith,2017-01-24 BUF at NSH,1617,NSH,13.6,0,0,0,0,0,-,13.24,0,2.02,26.47,17.65,22.06,13.24,4.41,0,0,0,0,0,0,4.41,4.41,4.41,8.82,4.41,0,4.41,0
craig.smith,C. Smith,2017-01-26 CBJ at NSH,1617,NSH,14.25,8.42,0,0,0,8.42,100,12.63,280.7,1.45,16.84,12.63,4.21,4.21,0,0,0,0,0,0,0,0,0,4.21,4.21,0,0,0,0
craig.smith,C. Smith,2017-01-31 NSH at PIT,1617,NSH,12.81666667,0,0,0,0,0,-,9.36,0,1.06,23.41,14.04,14.04,9.36,4.68,0,0,0,0,0,0,4.68,0,9.36,14.04,0,4.68,0,468.14
craig.smith,C. Smith,2017-02-02 EDM at NSH,1617,NSH,12.4,0,0,0,0,0,-,14.52,0,1.55,19.35,14.52,14.52,14.52,4.84,0,0,0,0,0,0,4.84,4.84,4.84,9.68,0,0,0,0
craig.smith,C. Smith,2017-02-04 DET at NSH,1617,NSH,10.23333333,0,0,0,0,0,-,17.59,0,0.45,23.45,23.45,5.86,0,0,0,0,0,0,0,0,11.73,0,0,5.86,0,0,0,0
craig.smith,C. Smith,2017-02-07 VAN at NSH,1617,NSH,9.566666667,0,0,0,0,0,-,6.27,0,0.15,6.27,6.27,0,0,0,12.54,6.27,6.27,0,0,0,0,0,0,0,0,0,0,0
craig.smith,C. Smith,2017-02-09 NSH at NYR,1617,NSH,13.6,0,0,0,0,0,-,8.82,0,0.28,17.65,13.24,4.41,0,0,0,0,0,0,0,0,0,0,17.65,8.82,0,0,0,0
craig.smith,C. Smith,2017-02-11 FLA at NSH,1617,NSH,12.61666667,0,0,0,0,0,-,14.27,0,2.52,19.02,19.02,9.51,9.51,0,0,0,0,0,0,0,0,0,4.76,0,0,4.76,0,475.56
craig.smith,C. Smith,2017-02-12 DAL at NSH,1617,NSH,11.65,0,0,0,0,0,-,0,0,0,5.15,5.15,5.15,0,0,0,0,0,0,0,5.15,10.3,5.15,0,0,0,0,0,0
craig.smith,C. Smith,2017-02-18 NSH at MIN,1617,NSH,12.56666667,0,0,0,0,0,-,0,0,0.12,4.77,4.77,0,0,0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0
craig.smith,C. Smith,2017-02-19 NSH at CBJ,1617,NSH,13.6,0,0,0,0,0,0,26.47,0,4.6,35.29,30.88,22.06,22.06,4.41,0,0,0,0,0,0,0,4.41,0,4.41,0,0,0,0
craig.smith,C. Smith,2017-02-21 CGY at NSH,1617,NSH,13.63333333,0,0,0,0,0,-,8.8,0,0.78,17.6,17.6,8.8,0,0,0,0,0,0,0,0,0,0,17.6,8.8,8.8,0,4.4,0
craig.smith,C. Smith,2017-02-23 COL at NSH,1617,NSH,15.73333333,0,3.81,3.81,0,3.81,100,11.44,0,1.06,19.07,15.25,7.63,3.81,0,0,0,0,0,0,0,0,0,3.81,0,7.63,0,0,0
craig.smith,C. Smith,2017-02-25 WSH at NSH,1617,NSH,11.83333333,0,0,0,0,0,0,10.14,0,0.59,15.21,10.14,10.14,10.14,0,0,0,0,0,0,5.07,0,10.14,5.07,0,5.07,0,0,0
craig.smith,C. Smith,2017-02-26 EDM at NSH,1617,NSH,12.46666667,0,0,0,0,0,-,9.63,0,1.24,14.44,9.63,9.63,4.81,0,9.63,4.81,4.81,0,0,0,0,0,0,4.81,0,0,0,0
craig.smith,C. Smith,2017-02-28 NSH at BUF,1617,NSH,12,0,0,0,0,0,-,20,0,0.56,25,20,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
craig.smith,C. Smith,2017-03-02 NSH at MTL,1617,NSH,11.8,0,0,0,0,0,-,15.25,0,0.65,15.25,15.25,5.08,5.08,0,0,0,0,0,0,0,0,0,10.17,10.17,0,0,0,0
craig.smith,C. Smith,2017-03-04 CHI at NSH,1617,NSH,13.41666667,0,0,0,0,0,-,8.94,0,0.99,13.42,8.94,4.47,4.47,4.47,0,0,0,0,0,0,0,8.94,0,4.47,0,0,0,0
craig.smith,C. Smith,2017-03-07 NSH at ANA,1617,NSH,12.9,0,0,0,0,0,-,13.95,0,0.75,13.95,13.95,4.65,4.65,0,0,0,0,0,0,0,0,0,9.3,13.95,0,0,0,0
craig.smith,C. Smith,2017-03-09 NSH at L.A,1617,NSH,13.8,0,0,0,0,0,0,13.04,0,1.09,26.09,17.39,21.74,0,4.35,8.7,4.35,4.35,0,0,0,0,0,4.35,13.04,4.35,0,0,0
craig.smith,C. Smith,2017-03-11 NSH at S.J,1617,NSH,12.06666667,0,0,0,0,0,-,4.97,0,0.41,24.86,14.92,4.97,4.97,0,0,0,0,0,0,4.97,0,4.97,9.94,14.92,0,0,0,0
craig.smith,C. Smith,2017-03-13 WPG at NSH,1617,NSH,13.4,0,4.48,4.48,0,4.48,100,17.91,0,0.5,17.91,17.91,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,0
craig.smith,C. Smith,2017-03-16 NSH at WSH,1617,NSH,14.73333333,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07,0,0,0,0,0,0,0
craig.smith,C. Smith,2017-03-20 ARI at NSH,1617,NSH,12.88333333,0,9.31,9.31,0,9.31,100,4.66,0,0.94,9.31,9.31,9.31,9.31,0,0,0,0,0,0,0,0,0,4.66,13.97,0,0,0,0
craig.smith,C. Smith,2017-03-23 CGY at NSH,1617,NSH,10.38333333,0,5.78,5.78,0,5.78,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78,11.56,0,0,0,0,0,0,0
craig.smith,C. Smith,2017-03-25 S.J at NSH,1617,NSH,10.28333333,0,17.5,11.67,5.83,17.5,100,0,0,0,5.83,0,5.83,0,5.83,0,0,0,0,0,0,0,0,5.83,5.83,0,0,5.83,0
craig.smith,C. Smith,2017-03-27 NSH at NYI,1617,NSH,10.88333333,0,0,0,0,0,-,11.03,0,1.3,27.57,16.54,22.05,16.54,5.51,0,0,0,0,0,0,0,5.51,0,11.03,0,0,5.51,0
craig.smith,C. Smith,2017-03-28 NSH at BOS,1617,NSH,12.36666667,4.85,0,0,0,4.85,100,14.56,161.73,1.9,24.26,24.26,14.56,9.7,0,0,0,0,0,0,0,4.85,4.85,4.85,9.7,0,0,0,0
craig.smith,C. Smith,2017-04-01 MIN at NSH,1617,NSH,14.03333333,0,0,0,0,0,-,4.28,0,0.24,17.1,8.55,4.28,0,0,0,0,0,0,0,0,4.28,0,21.38,4.28,0,0,0,0
craig.smith,C. Smith,2017-04-02 NSH at STL,1617,NSH,12.3,0,0,0,0,0,-,14.63,0,0.63,24.39,19.51,14.63,0,0,0,0,0,0,0,0,0,0,4.88,4.88,0,0,0,0
craig.smith,C. Smith,2017-04-04 NYI at NSH,1617,NSH,13.06666667,0,4.59,0,4.59,4.59,100,0,0,0.21,18.37,4.59,4.59,0,4.59,0,0,0,0,0,0,9.18,9.18,0,4.59,0,0,0,0
craig.smith,C. Smith,2017-04-06 NSH at DAL,1617,NSH,10.9,11.01,5.5,5.5,0,16.51,75,22.02,275.23,2.22,33.03,33.03,27.52,11.01,5.5,0,0,0,0,0,0,0,0,5.5,5.5,0,0,0,0
craig.smith,C. Smith,2017-04-08 NSH at WPG,1617,NSH,14.05,0,0,0,0,0,-,4.27,0,0.12,4.27,4.27,0,0,0,0,0,0,0,0,0,4.27,0,0,0,4.27,0,0,0
craig.smith,C. Smith,2017-10-05 NSH at BOS,1718,NSH,10.26666667,0,0,0,0,0,-,5.84,0,0.43,11.69,11.69,5.84,0,0,0,0,0,0,0,0,0,5.84,5.84,29.22,5.84,0,0,0
craig.smith,C. Smith,2017-10-07 NSH at PIT,1718,NSH,10.58333333,0,0,0,0,0,-,11.34,0,0.63,22.68,11.34,11.34,0,0,0,0,0,0,0,0,0,5.67,11.34,5.67,0,0,0,0
craig.smith,C. Smith,2017-10-10 PHI at NSH,1718,NSH,13.98333333,0,0,0,0,0,-,0,0,0.2,8.58,8.58,0,0,0,8.58,4.29,4.29,0,0,4.29,0,4.29,0,12.87,4.29,0,0,0
craig.smith,C. Smith,2017-10-12 DAL at NSH,1718,NSH,9.016666667,0,0,0,0,0,-,13.31,0,0.84,19.96,19.96,13.31,6.65,0,0,0,0,0,0,0,0,6.65,0,0,6.65,0,0,0
craig.smith,C. Smith,2017-10-14 NSH at CHI,1718,NSH,9.083333333,0,0,0,0,0,-,13.21,0,1.69,33.03,26.42,26.42,6.61,0,0,0,0,0,0,0,0,0,0,6.61,6.61,0,0,0
craig.smith,C. Smith,2017-10-17 COL at NSH,1718,NSH,12.91666667,0,0,0,0,0,-,13.94,0,1.57,27.87,23.23,13.94,13.94,4.65,0,0,0,0,0,0,0,9.29,0,0,0,0,4.65,0
craig.smith,C. Smith,2017-10-19 NSH at PHI,1718,NSH,13.38333333,0,0,0,0,0,0,4.48,0,0.05,13.45,4.48,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,4.48,0,448.32
craig.smith,C. Smith,2017-10-21 NSH at NYR,1718,NSH,9.916666667,0,0,0,0,0,-,0,0,0.46,12.1,6.05,12.1,6.05,0,12.1,6.05,6.05,0,0,0,0,6.05,0,0,0,0,6.05,0
craig.smith,C. Smith,2017-10-24 CGY at NSH,1718,NSH,11.91666667,0,0,0,0,0,-,10.07,0,1.35,15.1,10.07,5.03,5.03,0,0,0,0,0,0,0,5.03,5.03,10.07,5.03,0,0,15.1,0
craig.smith,C. Smith,2017-10-27 NSH at CHI,1718,NSH,6.916666667,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02,17.35,0,8.67,0,867.47
craig.smith,C. Smith,2017-10-28 NYI at NSH,1718,NSH,11.38333333,0,0,0,0,0,-,5.27,0,0.18,10.54,10.54,0,0,0,0,0,0,0,0,0,5.27,0,0,0,0,0,0,0
craig.smith,C. Smith,2017-11-01 NSH at S.J,1718,NSH,9.2,0,0,0,0,0,0,6.52,0,1.18,26.09,13.04,19.57,0,0,13.04,6.52,6.52,0,0,13.04,6.52,0,6.52,6.52,0,0,6.52,0
craig.smith,C. Smith,2017-11-03 NSH at ANA,1718,NSH,10.7,0,0,0,0,0,-,11.21,0,1.98,33.64,33.64,28.04,5.61,0,0,0,0,0,0,0,0,11.21,5.61,5.61,0,0,5.61,0
craig.smith,C. Smith,2017-11-04 NSH at L.A,1718,NSH,13.16666667,4.56,0,0,0,4.56,100,9.11,227.85,0.33,13.67,13.67,0,0,0,0,0,0,0,0,0,0,0,0,9.11,0,0,4.56,0
craig.smith,C. Smith,2017-11-07 NSH at CBJ,1718,NSH,10.31666667,0,0,0,0,0,-,0,0,0.11,5.82,5.82,0,0,0,0,0,0,0,0,0,5.82,0,0,17.45,0,0,0,0
craig.smith,C. Smith,2017-11-11 PIT at NSH,1718,NSH,17.11666667,0,3.51,0,3.51,3.51,100,10.52,0,2.15,24.54,17.53,17.53,10.52,3.51,7.01,3.51,3.51,0,0,3.51,3.51,3.51,3.51,7.01,3.51,0,0,0
craig.smith,C. Smith,2017-11-14 WSH at NSH,1718,NSH,11.85,0,0,0,0,0,0,0,0,0.21,15.19,10.13,5.06,0,5.06,0,0,0,0,0,0,0,0,0,5.06,5.06,5.06,0,506.33
craig.smith,C. Smith,2017-11-16 NSH at MIN,1718,NSH,13.7,0,0,0,0,0,-,17.52,0,0.75,17.52,17.52,4.38,4.38,0,0,0,0,0,0,0,0,0,4.38,8.76,0,4.38,8.76,145.99
craig.smith,C. Smith,2017-11-18 COL at NSH,1718,NSH,10.8,0,5.56,5.56,0,5.56,100,0,0,0,5.56,0,0,0,5.56,0,0,0,0,0,0,11.11,5.56,0,0,0,5.56,5.56,277.78
craig.smith,C. Smith,2017-11-20 WPG at NSH,1718,NSH,11.65,0,0,0,0,0,-,5.15,0,0.08,5.15,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,5.15,257.51
craig.smith,C. Smith,2017-11-22 MTL at NSH,1718,NSH,13.91666667,0,0,0,0,0,-,4.31,0,0.14,8.62,4.31,4.31,0,0,0,0,0,0,0,0,0,0,0,4.31,0,8.62,4.31,287.43
craig.smith,C. Smith,2017-11-24 NSH at STL,1718,NSH,14.9,0,0,0,0,0,-,8.05,0,0.51,12.08,12.08,4.03,0,0,0,0,0,0,0,0,0,0,4.03,8.05,0,0,4.03,0
craig.smith,C. Smith,2017-11-26 NSH at CAR,1718,NSH,14.33333333,4.19,0,0,0,4.19,100,4.19,418.6,1.23,8.37,8.37,4.19,4.19,0,0,0,0,0,0,0,0,8.37,4.19,8.37,8.37,4.19,4.19,209.3
craig.smith,C. Smith,2017-11-28 CHI at NSH,1718,NSH,10.95,0,0,0,0,0,-,21.92,0,1.87,27.4,27.4,16.44,10.96,5.48,0,0,0,0,0,0,0,10.96,0,5.48,0,0,5.48,0
craig.smith,C. Smith,2017-11-30 VAN at NSH,1718,NSH,11.45,5.24,0,0,0,5.24,100,15.72,174.67,1.34,20.96,20.96,20.96,10.48,5.24,0,0,0,0,0,5.24,0,5.24,15.72,5.24,0,5.24,0,524.02
craig.smith,C. Smith,2017-12-02 ANA at NSH,1718,NSH,15.65,0,0,0,0,0,-,15.34,0,1.08,23,23,11.5,3.83,0,0,0,0,0,0,0,3.83,7.67,0,0,0,0,0,0
craig.smith,C. Smith,2017-12-04 BOS at NSH,1718,NSH,12.71666667,9.44,4.72,0,4.72,14.15,100,9.44,471.82,2.4,23.59,18.87,14.15,14.15,0,0,0,0,0,0,0,0,0,0,4.72,4.72,0,0,0
craig.smith,C. Smith,2017-12-05 NSH at DAL,1718,NSH,11.88333333,0,0,0,0,0,-,5.05,0,0.1,5.05,5.05,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,5.05,0
craig.smith,C. Smith,2017-12-08 VGK at NSH,1718,NSH,12.28333333,0,0,0,0,0,-,29.31,0,1.23,34.19,34.19,14.65,4.88,0,9.77,4.88,4.88,0,0,0,0,4.88,0,0,4.88,9.77,4.88,325.64
craig.smith,C. Smith,2017-12-13 NSH at VAN,1718,NSH,13.61666667,4.41,4.41,0,4.41,8.81,100,17.63,110.16,1.27,26.44,22.03,17.63,4.41,4.41,8.81,4.41,4.41,0,0,0,0,0,0,4.41,0,4.41,8.81,146.88
craig.smith,C. Smith,2017-12-14 NSH at EDM,1718,NSH,10.86666667,0,5.52,5.52,0,5.52,100,16.56,0,0.67,22.09,16.56,5.52,0,5.52,0,0,0,0,0,0,0,5.52,11.04,11.04,5.52,0,0,0
craig.smith,C. Smith,2017-12-16 NSH at CGY,1718,NSH,12,0,0,0,0,0,0,10,0,2.32,20,15,20,10,0,0,0,0,0,0,0,0,0,5,20,0,0,0,0
craig.smith,C. Smith,2017-12-19 WPG at NSH,1718,NSH,11.73333333,0,5.11,5.11,0,5.11,50,10.23,0,0.69,20.45,15.34,5.11,5.11,0,10.23,5.11,5.11,0,0,0,5.11,10.23,0,10.23,0,0,0,0
craig.smith,C. Smith,2017-12-23 NSH at DAL,1718,NSH,14.06666667,0,0,0,0,0,-,17.06,0,1.6,25.59,21.33,4.27,4.27,4.27,0,0,0,0,0,0,0,0,0,4.27,4.27,4.27,0,426.54
craig.smith,C. Smith,2017-12-27 NSH at STL,1718,NSH,12.3,4.88,0,0,0,4.88,100,14.63,162.6,1.42,29.27,19.51,19.51,14.63,0,0,0,0,0,0,0,0,0,4.88,9.76,0,4.88,0,487.8
craig.smith,C. Smith,2017-12-29 NSH at MIN,1718,NSH,13.93333333,0,0,0,0,0,0,34.45,0,2.55,43.06,34.45,21.53,12.92,4.31,0,0,0,0,0,0,0,0,0,0,0,0,8.61,0
craig.smith,C. Smith,2017-12-30 MIN at NSH,1718,NSH,12.7,0,0,0,0,0,-,18.9,0,0.64,23.62,18.9,9.45,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,0,0
craig.smith,C. Smith,2018-01-02 NSH at VGK,1718,NSH,17,0,0,0,0,0,-,10.59,0,1.39,21.18,17.65,14.12,3.53,0,0,0,0,0,0,0,7.06,7.06,3.53,0,3.53,3.53,0,352.94
craig.smith,C. Smith,2018-01-04 NSH at ARI,1718,NSH,13.66666667,4.39,0,0,0,4.39,100,21.95,87.8,3.61,21.95,21.95,17.56,17.56,0,0,0,0,0,0,0,0,4.39,13.17,4.39,4.39,0,8.78,0
craig.smith,C. Smith,2018-01-06 NSH at L.A,1718,NSH,12.38333333,0,0,0,0,0,-,4.85,0,0.23,9.69,9.69,4.85,0,0,0,0,0,0,0,0,0,0,4.85,9.69,0,4.85,4.85,242.26
craig.smith,C. Smith,2018-01-09 EDM at NSH,1718,NSH,13.65,0,0,0,0,0,-,13.19,0,0.81,17.58,13.19,8.79,4.4,0,0,0,0,0,0,0,0,4.4,0,4.4,4.4,0,0,0
craig.smith,C. Smith,2018-01-16 VGK at NSH,1718,NSH,13.26666667,0,0,0,0,0,-,13.57,0,0.79,18.09,13.57,9.05,4.52,0,0,0,0,0,0,0,0,4.52,0,0,4.52,4.52,0,452.26
craig.smith,C. Smith,2018-01-18 ARI at NSH,1718,NSH,17.58333333,0,0,0,0,0,0,3.41,0,0.16,3.41,3.41,3.41,0,0,0,0,0,0,0,0,3.41,6.82,3.41,10.24,0,0,0,0
craig.smith,C. Smith,2018-01-20 FLA at NSH,1718,NSH,15,0,4,4,0,4,100,4,0,1.23,12,8,8,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,200
craig.smith,C. Smith,2018-01-23 T.B at NSH,1718,NSH,11.88333333,0,0,0,0,0,-,10.1,0,0.93,10.1,10.1,10.1,5.05,5.05,0,0,0,0,0,0,0,0,10.1,10.1,0,0,5.05,0
craig.smith,C. Smith,2018-01-25 NSH at N.J,1718,NSH,15.48333333,0,0,0,0,0,-,3.88,0,0.3,7.75,7.75,3.88,3.88,0,0,0,0,0,0,0,0,11.63,11.63,15.5,3.88,0,0,0
craig.smith,C. Smith,2018-01-30 CHI at NSH,1718,NSH,14.11666667,0,4.25,0,4.25,4.25,100,17,0,0.9,17,17,12.75,4.25,4.25,0,0,0,0,0,0,8.5,0,0,0,0,0,4.25,0
craig.smith,C. Smith,2018-02-01 L.A at NSH,1718,NSH,15.31666667,0,0,0,0,0,-,11.75,0,1.3,15.67,15.67,11.75,11.75,0,0,0,0,0,0,0,0,0,7.83,0,0,0,0,0
craig.smith,C. Smith,2018-02-03 NYR at NSH,1718,NSH,12.35,0,4.86,4.86,0,4.86,100,9.72,0,0.84,14.57,14.57,9.72,4.86,0,9.72,4.86,4.86,0,0,0,4.86,4.86,0,4.86,9.72,0,0,0
craig.smith,C. Smith,2018-02-05 NSH at NYI,1718,NSH,12.93333333,0,4.64,0,4.64,4.64,50,13.92,0,0.58,18.56,13.92,13.92,4.64,0,0,0,0,0,0,0,0,4.64,4.64,4.64,0,4.64,4.64,231.96
craig.smith,C. Smith,2018-02-07 NSH at TOR,1718,NSH,13.63333333,0,0,0,0,0,0,8.8,0,0.91,22,13.2,17.6,8.8,0,0,0,0,0,0,4.4,0,0,4.4,8.8,0,0,0,0
craig.smith,C. Smith,2018-02-08 NSH at OTT,1718,NSH,15.05,0,0,0,0,0,-,11.96,0,1.56,19.93,19.93,7.97,3.99,3.99,0,0,0,0,0,0,3.99,0,3.99,3.99,0,7.97,0,398.67
craig.smith,C. Smith,2018-02-10 NSH at MTL,1718,NSH,12.53333333,0,0,0,0,0,-,0,0,0.79,9.57,9.57,9.57,4.79,0,0,0,0,0,0,0,0,0,9.57,9.57,4.79,4.79,0,478.72
craig.smith,C. Smith,2018-02-13 STL at NSH,1718,NSH,10.38333333,0,5.78,5.78,0,5.78,100,23.11,0,3.67,40.45,34.67,40.45,23.11,11.56,11.56,5.78,5.78,0,0,0,0,11.56,0,5.78,0,0,11.56,0
craig.smith,C. Smith,2018-02-15 CGY at NSH,1718,NSH,11.55,0,5.19,5.19,0,5.19,100,0,0,0.41,5.19,5.19,5.19,0,0,0,0,0,0,0,5.19,5.19,10.39,0,5.19,0,5.19,5.19,259.74
craig.smith,C. Smith,2018-02-17 DET at NSH,1718,NSH,12.91666667,0,0,0,0,0,-,13.94,0,0.46,23.23,13.94,9.29,4.65,4.65,0,0,0,0,0,0,0,4.65,0,0,4.65,4.65,4.65,232.26
craig.smith,C. Smith,2018-02-19 OTT at NSH,1718,NSH,12,5,0,0,0,5,100,10,250,0.33,10,10,5,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,250
craig.smith,C. Smith,2018-02-20 NSH at DET,1718,NSH,11.91666667,0,5.03,0,5.03,5.03,inf,5.03,0,1.88,5.03,5.03,5.03,5.03,0,0,0,0,0,0,0,0,5.03,5.03,5.03,0,0,0,0
craig.smith,C. Smith,2018-02-22 S.J at NSH,1718,NSH,11.05,0,0,0,0,0,0,10.86,0,0.69,10.86,10.86,10.86,5.43,0,0,0,0,0,0,5.43,5.43,10.86,0,0,0,0,21.72,0
craig.smith,C. Smith,2018-02-25 STL at NSH,1718,NSH,13.3,0,4.51,4.51,0,4.51,100,18.05,0,0.91,27.07,22.56,13.53,0,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
craig.smith,C. Smith,2018-02-27 NSH at WPG,1718,NSH,13.75,8.73,0,0,0,8.73,66.67,17.45,218.18,1.53,30.55,17.45,17.45,8.73,0,0,0,0,0,0,0,0,0,0,8.73,0,8.73,4.36,290.91
craig.smith,C. Smith,2018-03-01 NSH at EDM,1718,NSH,11.98333333,0,0,0,0,0,-,10.01,0,0.38,15.02,10.01,10.01,0,0,0,0,0,0,0,5.01,0,0,5.01,10.01,5.01,5.01,0,500.7
craig.smith,C. Smith,2018-03-06 DAL at NSH,1718,NSH,8.966666667,0,0,0,0,0,-,6.69,0,0.59,13.38,13.38,13.38,6.69,0,0,0,0,0,0,6.69,13.38,20.07,0,6.69,0,6.69,0,669.14
craig.smith,C. Smith,2018-03-08 ANA at NSH,1718,NSH,12.08333333,4.97,0,0,0,4.97,100,24.83,99.31,1.89,29.79,29.79,29.79,9.93,4.97,0,0,0,0,0,0,0,4.97,4.97,9.93,0,0,0,0
craig.smith,C. Smith,2018-03-10 N.J at NSH,1718,NSH,14.21666667,0,0,0,0,0,0,4.22,0,0.33,12.66,12.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,0,422.04
craig.smith,C. Smith,2018-03-13 WPG at NSH,1718,NSH,11.2,0,0,0,0,0,0,10.71,0,1.72,16.07,16.07,16.07,5.36,0,0,0,0,0,0,0,10.71,5.36,10.71,5.36,5.36,0,0,0
craig.smith,C. Smith,2018-03-15 NSH at ARI,1718,NSH,11.25,0,10.67,5.33,5.33,10.67,66.67,10.67,0,1.34,21.33,21.33,21.33,10.67,0,0,0,0,0,0,5.33,0,0,26.67,16,0,5.33,0,533.33
